time_tag,p3_flux_ic
1998-04-01 00:00:00,0.192
1998-04-01 00:05:00,0.204
1998-04-01 00:10:00,0.156
1998-04-01 00:15:00,0.382
1998-04-01 00:20:00,0.228
1998-04-01 00:25:00,0.182
1998-04-01 00:30:00,0.267
1998-04-01 00:35:00,0.253
1998-04-01 00:40:00,0.162
1998-04-01 00:45:00,0.274
1998-04-01 00:50:00,0.259
1998-04-01 00:55:00,0.246
1998-04-01 01:00:00,0.154
1998-04-01 01:05:00,0.259
1998-04-01 01:10:00,0.147
1998-04-01 01:15:00,0.396
1998-04-01 01:20:00,0.36
1998-04-01 01:25:00,0.209
1998-04-01 01:30:00,0.135
1998-04-01 01:35:00,0.132
1998-04-01 01:40:00,0.194
1998-04-01 01:45:00,0.346
1998-04-01 01:50:00,0.146
1998-04-01 01:55:00,0.175
1998-04-01 02:00:00,0.234
1998-04-01 02:05:00,0.15
1998-04-01 02:10:00,0.468
1998-04-01 02:15:00,0.344
1998-04-01 02:20:00,0.131
1998-04-01 02:25:00,0.254
1998-04-01 02:30:00,0.179
1998-04-01 02:35:00,0.208
1998-04-01 02:40:00,0.162
1998-04-01 02:45:00,0.259
1998-04-01 02:50:00,0.211
1998-04-01 02:55:00,0.193
1998-04-01 03:00:00,0.429
1998-04-01 03:05:00,0.14
1998-04-01 03:10:00,0.242
1998-04-01 03:15:00,0.132
1998-04-01 03:20:00,0.296
1998-04-01 03:25:00,0.289
1998-04-01 03:30:00,0.184
1998-04-01 03:35:00,0.407
1998-04-01 03:40:00,0.211
1998-04-01 03:45:00,0.243
1998-04-01 03:50:00,0.168
1998-04-01 03:55:00,0.16
1998-04-01 04:00:00,0.16
1998-04-01 04:05:00,0.138
1998-04-01 04:10:00,0.16
1998-04-01 04:15:00,0.55
1998-04-01 04:20:00,0.171
1998-04-01 04:25:00,0.201
1998-04-01 04:30:00,0.335
1998-04-01 04:35:00,0.345
1998-04-01 04:40:00,0.296
1998-04-01 04:45:00,0.259
1998-04-01 04:50:00,0.213
1998-04-01 04:55:00,0.381
1998-04-01 05:00:00,0.274
1998-04-01 05:05:00,0.131
1998-04-01 05:10:00,0.261
1998-04-01 05:15:00,0.22
1998-04-01 05:20:00,0.283
1998-04-01 05:25:00,0.304
1998-04-01 05:30:00,0.398
1998-04-01 05:35:00,0.25
1998-04-01 05:40:00,0.312
1998-04-01 05:45:00,0.4
1998-04-01 05:50:00,0.106
1998-04-01 05:55:00,0.246
1998-04-01 06:00:00,0.348
1998-04-01 06:05:00,0.201
1998-04-01 06:10:00,0.215
1998-04-01 06:15:00,0.108
1998-04-01 06:20:00,0.158
1998-04-01 06:25:00,0.299
1998-04-01 06:30:00,0.274
1998-04-01 06:35:00,0.175
1998-04-01 06:40:00,0.111
1998-04-01 06:45:00,0.131
1998-04-01 06:50:00,0.181
1998-04-01 06:55:00,0.153
1998-04-01 07:00:00,0.237
1998-04-01 07:05:00,0.206
1998-04-01 07:10:00,0.249
1998-04-01 07:15:00,0.146
1998-04-01 07:20:00,0.446
1998-04-01 07:25:00,0.173
1998-04-01 07:30:00,0.265
1998-04-01 07:35:00,0.334
1998-04-01 07:40:00,0.211
1998-04-01 07:45:00,0.255
1998-04-01 07:50:00,0.251
1998-04-01 07:55:00,0.157
1998-04-01 08:00:00,0.141
1998-04-01 08:05:00,0.242
1998-04-01 08:10:00,0.279
1998-04-01 08:15:00,0.17
1998-04-01 08:20:00,0.258
1998-04-01 08:25:00,0.412
1998-04-01 08:30:00,0.229
1998-04-01 08:35:00,0.116
1998-04-01 08:40:00,0.169
1998-04-01 08:45:00,0.193
1998-04-01 08:50:00,0.236
1998-04-01 08:55:00,0.197
1998-04-01 09:00:00,0.143
1998-04-01 09:05:00,0.182
1998-04-01 09:10:00,0.108
1998-04-01 09:15:00,0.152
1998-04-01 09:20:00,0.287
1998-04-01 09:25:00,0.173
1998-04-01 09:30:00,0.194
1998-04-01 09:35:00,0.39
1998-04-01 09:40:00,0.33
1998-04-01 09:45:00,0.142
1998-04-01 09:50:00,0.213
1998-04-01 09:55:00,0.108
1998-04-01 10:00:00,0.121
1998-04-01 10:05:00,0.171
1998-04-01 10:10:00,0.338
1998-04-01 10:15:00,0.179
1998-04-01 10:20:00,0.109
1998-04-01 10:25:00,0.176
1998-04-01 10:30:00,0.292
1998-04-01 10:35:00,0.253
1998-04-01 10:40:00,0.12
1998-04-01 10:45:00,0.114
1998-04-01 10:50:00,0.243
1998-04-01 10:55:00,0.253
1998-04-01 11:00:00,0.225
1998-04-01 11:05:00,0.26
1998-04-01 11:10:00,0.215
1998-04-01 11:15:00,0.131
1998-04-01 11:20:00,0.204
1998-04-01 11:25:00,0.313
1998-04-01 11:30:00,0.157
1998-04-01 11:35:00,0.169
1998-04-01 11:40:00,0.274
1998-04-01 11:45:00,0.18
1998-04-01 11:50:00,0.151
1998-04-01 11:55:00,0.248
1998-04-01 12:00:00,0.252
1998-04-01 12:05:00,0.27
1998-04-01 12:10:00,0.182
1998-04-01 12:15:00,0.216
1998-04-01 12:20:00,0.201
1998-04-01 12:25:00,0.18
1998-04-01 12:30:00,0.225
1998-04-01 12:35:00,0.156
1998-04-01 12:40:00,0.162
1998-04-01 12:45:00,0.11
1998-04-01 12:50:00,0.161
1998-04-01 12:55:00,0.284
1998-04-01 13:00:00,0.169
